pay_period_start,employee_id,employee_name,location,role,employment_type,hourly_rate,hours_biweekly,gross_pay,cpp_withheld,ei_withheld,income_tax_withheld,employee_benefits,net_pay,dataset
2023-09-11,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,47.49,824.43,42.87,13.19,98.93,0.0,669.44,bookstore_payroll
2023-09-25,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,44.41,770.96,40.09,12.34,92.52,0.0,626.01,bookstore_payroll
2023-10-09,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,44.2,767.31,39.9,12.28,92.08,0.0,623.05,bookstore_payroll
2023-10-23,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,40.52,703.43,36.58,11.25,84.41,0.0,571.19,bookstore_payroll
2023-11-06,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,49.03,851.16,44.26,13.62,102.14,0.0,691.14,bookstore_payroll
2023-11-20,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,47.19,819.22,42.6,13.11,98.31,0.0,665.2,bookstore_payroll
2023-12-04,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,52.31,908.1,47.22,14.53,108.97,0.0,737.38,bookstore_payroll
2023-12-18,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,44.33,769.57,40.02,12.31,92.35,0.0,624.89,bookstore_payroll
2024-01-01,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,38.8,673.57,35.03,10.78,80.83,0.0,546.93,bookstore_payroll
2024-01-15,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,47.87,831.02,43.21,13.3,99.72,0.0,674.79,bookstore_payroll
2024-01-29,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,38.04,660.37,34.34,10.57,79.24,0.0,536.22,bookstore_payroll
2024-02-12,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,35.13,609.86,31.71,9.76,73.18,0.0,495.21,bookstore_payroll
2024-02-26,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,36.31,630.34,32.78,10.09,75.64,0.0,511.83,bookstore_payroll
2024-03-11,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,45.29,786.23,40.88,12.58,94.35,0.0,638.42,bookstore_payroll
2024-03-25,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,56.83,986.57,51.3,15.79,118.39,0.0,801.09,bookstore_payroll
2024-04-08,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,35.47,615.76,32.02,9.85,73.89,0.0,500.0,bookstore_payroll
2024-04-22,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,44.67,775.47,40.32,12.41,93.06,0.0,629.68,bookstore_payroll
2024-05-06,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,41.72,724.26,37.66,11.59,86.91,0.0,588.1,bookstore_payroll
2024-05-20,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,47.57,825.82,42.94,13.21,99.1,0.0,670.57,bookstore_payroll
2024-06-03,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,44.62,774.6,40.28,12.39,92.95,0.0,628.98,bookstore_payroll
2024-06-17,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,47.94,832.24,43.28,13.32,99.87,0.0,675.77,bookstore_payroll
2024-07-01,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,48.67,844.91,43.94,13.52,101.39,0.0,686.06,bookstore_payroll
2024-07-15,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,41.91,727.56,37.83,11.64,87.31,0.0,590.78,bookstore_payroll
2024-07-29,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,42.84,743.7,38.67,11.9,89.24,0.0,603.89,bookstore_payroll
2024-08-12,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,48.19,836.58,43.5,13.39,100.39,0.0,679.3,bookstore_payroll
2024-08-26,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,49.72,863.14,44.88,13.81,103.58,0.0,700.87,bookstore_payroll
2024-09-09,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,38.49,668.19,34.75,10.69,80.18,0.0,542.57,bookstore_payroll
2024-09-23,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,52.89,918.17,47.74,14.69,110.18,0.0,745.56,bookstore_payroll
2024-10-07,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,46.45,806.37,41.93,12.9,96.76,0.0,654.78,bookstore_payroll
2024-10-21,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,28.3,491.29,25.55,7.86,58.95,0.0,398.93,bookstore_payroll
2024-11-04,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,46.18,801.68,41.69,12.83,96.2,0.0,650.96,bookstore_payroll
2024-11-18,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,40.74,707.25,36.78,11.32,84.87,0.0,574.28,bookstore_payroll
2024-12-02,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,58.36,1013.13,52.68,16.21,121.58,0.0,822.66,bookstore_payroll
2024-12-16,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,33.6,583.3,30.33,9.33,70.0,0.0,473.64,bookstore_payroll
2024-12-30,1012,Robin Nguyen,YYC-DT,Seasonal Associate,SEASONAL,17.36,49.43,858.1,44.62,13.73,102.97,0.0,696.78,bookstore_payroll
2019-01-07,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,40.74,724.36,37.67,11.59,86.92,0.0,588.18,bookstore_payroll
2019-01-21,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,44.88,797.97,41.49,12.77,95.76,0.0,647.95,bookstore_payroll
2019-02-04,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,41.94,745.69,38.78,11.93,89.48,0.0,605.5,bookstore_payroll
2019-02-18,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,52.42,932.03,48.47,14.91,111.84,0.0,756.81,bookstore_payroll
2019-03-04,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,45.51,809.17,42.08,12.95,97.1,0.0,657.04,bookstore_payroll
2019-03-18,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,28.97,515.09,26.78,8.24,61.81,0.0,418.26,bookstore_payroll
2019-04-01,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,48.43,861.09,44.78,13.78,103.33,0.0,699.2,bookstore_payroll
2019-04-15,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,41.22,732.89,38.11,11.73,87.95,0.0,595.1,bookstore_payroll
2019-04-29,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,48.44,861.26,44.79,13.78,103.35,0.0,699.34,bookstore_payroll
2019-05-13,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,38.1,677.42,35.23,10.84,81.29,0.0,550.06,bookstore_payroll
2019-05-27,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,33.63,597.94,31.09,9.57,71.75,0.0,485.53,bookstore_payroll
2019-06-10,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,32.49,577.67,30.04,9.24,69.32,0.0,469.07,bookstore_payroll
2019-06-24,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,46.37,824.46,42.87,13.19,98.94,0.0,669.46,bookstore_payroll
2019-07-08,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,50.78,902.87,46.95,14.45,108.34,0.0,733.13,bookstore_payroll
2019-07-22,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,42.45,754.76,39.25,12.08,90.57,0.0,612.86,bookstore_payroll
2019-08-05,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,29.98,533.04,27.72,8.53,63.96,0.0,432.83,bookstore_payroll
2019-08-19,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,52.6,935.23,48.63,14.96,112.23,0.0,759.41,bookstore_payroll
2019-09-02,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,27.77,493.75,25.67,7.9,59.25,0.0,400.93,bookstore_payroll
2019-09-16,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,53.04,943.05,49.04,15.09,113.17,0.0,765.75,bookstore_payroll
2019-09-30,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,31.33,557.05,28.97,8.91,66.85,0.0,452.32,bookstore_payroll
2019-10-14,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,40.08,712.62,37.06,11.4,85.51,0.0,578.65,bookstore_payroll
2019-10-28,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,41.38,735.74,38.26,11.77,88.29,0.0,597.42,bookstore_payroll
2019-11-11,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,48.19,856.82,44.55,13.71,102.82,0.0,695.74,bookstore_payroll
2019-11-25,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,47.95,852.55,44.33,13.64,102.31,0.0,692.27,bookstore_payroll
2019-12-09,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,46.78,831.75,43.25,13.31,99.81,0.0,675.38,bookstore_payroll
2019-12-23,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,43.4,771.65,40.13,12.35,92.6,0.0,626.57,bookstore_payroll
2020-01-06,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,28.66,509.57,26.5,8.15,61.15,0.0,413.77,bookstore_payroll
2020-01-20,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,26.09,463.88,24.12,7.42,55.67,0.0,376.67,bookstore_payroll
2020-02-03,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,30.7,545.85,28.38,8.73,65.5,0.0,443.24,bookstore_payroll
2020-02-17,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,19.48,346.35,18.01,5.54,41.56,0.0,281.24,bookstore_payroll
2020-03-02,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,31.89,567.0,29.48,9.07,68.04,0.0,460.41,bookstore_payroll
2020-03-16,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,29.41,522.91,27.19,8.37,62.75,0.0,424.6,bookstore_payroll
2020-03-30,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,35.05,623.19,32.41,9.97,74.78,0.0,506.03,bookstore_payroll
2020-04-13,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,28.18,501.04,26.05,8.02,60.12,0.0,406.85,bookstore_payroll
2020-04-27,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,33.61,597.59,31.07,9.56,71.71,0.0,485.25,bookstore_payroll
2020-05-11,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,33.31,592.25,30.8,9.48,71.07,0.0,480.9,bookstore_payroll
2020-05-25,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,29.17,518.64,26.97,8.3,62.24,0.0,421.13,bookstore_payroll
2020-06-08,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,32.12,571.09,29.7,9.14,68.53,0.0,463.72,bookstore_payroll
2020-06-22,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,21.94,390.09,20.28,6.24,46.81,0.0,316.76,bookstore_payroll
2020-07-06,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,42.55,756.54,39.34,12.1,90.78,0.0,614.32,bookstore_payroll
2020-07-20,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,31.23,555.27,28.87,8.88,66.63,0.0,450.89,bookstore_payroll
2020-08-03,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,33.43,594.39,30.91,9.51,71.33,0.0,482.64,bookstore_payroll
2020-08-17,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,28.18,501.04,26.05,8.02,60.12,0.0,406.85,bookstore_payroll
2020-08-31,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,29.89,531.44,27.63,8.5,63.77,0.0,431.54,bookstore_payroll
2020-09-14,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,39.86,708.71,36.85,11.34,85.05,0.0,575.47,bookstore_payroll
2020-09-28,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,30.83,548.16,28.5,8.77,65.78,0.0,445.11,bookstore_payroll
2020-10-12,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,28.22,501.75,26.09,8.03,60.21,0.0,407.42,bookstore_payroll
2020-10-26,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,28.19,501.22,26.06,8.02,60.15,0.0,406.99,bookstore_payroll
2020-11-09,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,34.51,613.59,31.91,9.82,73.63,0.0,498.23,bookstore_payroll
2020-11-23,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,38.83,690.4,35.9,11.05,82.85,0.0,560.6,bookstore_payroll
2020-12-07,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,35.66,634.03,32.97,10.14,76.08,0.0,514.84,bookstore_payroll
2020-12-21,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,35.79,636.35,33.09,10.18,76.36,0.0,516.72,bookstore_payroll
2021-01-04,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,28.46,506.02,26.31,8.1,60.72,0.0,410.89,bookstore_payroll
2021-01-18,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,32.24,573.23,29.81,9.17,68.79,0.0,465.46,bookstore_payroll
2021-02-01,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,34.94,621.23,32.3,9.94,74.55,0.0,504.44,bookstore_payroll
2021-02-15,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,33.81,601.14,31.26,9.62,72.14,0.0,488.12,bookstore_payroll
2021-03-01,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,31.5,560.07,29.12,8.96,67.21,0.0,454.78,bookstore_payroll
2021-03-15,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,30.95,550.29,28.62,8.8,66.03,0.0,446.84,bookstore_payroll
2021-03-29,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,36.61,650.93,33.85,10.41,78.11,0.0,528.56,bookstore_payroll
2021-04-12,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,36.76,653.59,33.99,10.46,78.43,0.0,530.71,bookstore_payroll
2021-04-26,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,39.94,710.13,36.93,11.36,85.22,0.0,576.62,bookstore_payroll
2021-05-10,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,35.17,625.32,32.52,10.01,75.04,0.0,507.75,bookstore_payroll
2021-05-24,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,21.54,382.98,19.91,6.13,45.96,0.0,310.98,bookstore_payroll
2021-06-07,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,48.15,856.11,44.52,13.7,102.73,0.0,695.16,bookstore_payroll
2021-06-21,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,33.95,603.63,31.39,9.66,72.44,0.0,490.14,bookstore_payroll
2021-07-05,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,36.64,651.46,33.88,10.42,78.18,0.0,528.98,bookstore_payroll
2021-07-19,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,38.75,688.98,35.83,11.02,82.68,0.0,559.45,bookstore_payroll
2021-08-02,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,36.72,652.88,33.95,10.45,78.35,0.0,530.13,bookstore_payroll
2021-08-16,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,34.19,607.9,31.61,9.73,72.95,0.0,493.61,bookstore_payroll
2021-08-30,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,42.79,760.81,39.56,12.17,91.3,0.0,617.78,bookstore_payroll
2021-09-13,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,33.11,588.7,30.61,9.42,70.64,0.0,478.03,bookstore_payroll
2021-09-27,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,33.46,594.92,30.94,9.52,71.39,0.0,483.07,bookstore_payroll
2021-10-11,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,18.98,337.46,17.55,5.4,40.5,0.0,274.01,bookstore_payroll
2021-10-25,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,32.64,580.34,30.18,9.29,69.64,0.0,471.23,bookstore_payroll
2021-11-08,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,32.64,580.34,30.18,9.29,69.64,0.0,471.23,bookstore_payroll
2021-11-22,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,35.97,639.55,33.26,10.23,76.75,0.0,519.31,bookstore_payroll
2021-12-06,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,40.52,720.45,37.46,11.53,86.45,0.0,585.01,bookstore_payroll
2021-12-20,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,35.42,629.77,32.75,10.08,75.57,0.0,511.37,bookstore_payroll
2022-01-03,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,35.15,624.97,32.5,10.0,75.0,0.0,507.47,bookstore_payroll
2022-01-17,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,38.58,685.95,35.67,10.98,82.31,0.0,556.99,bookstore_payroll
2022-01-31,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,34.96,621.59,32.32,9.95,74.59,0.0,504.73,bookstore_payroll
2022-02-14,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,31.67,563.09,29.28,9.01,67.57,0.0,457.23,bookstore_payroll
2022-02-28,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,27.67,491.97,25.58,7.87,59.04,0.0,399.48,bookstore_payroll
2022-03-14,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,40.02,711.56,37.0,11.38,85.39,0.0,577.79,bookstore_payroll
2022-03-28,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,34.9,620.52,32.27,9.93,74.46,0.0,503.86,bookstore_payroll
2022-04-11,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,28.01,498.02,25.9,7.97,59.76,0.0,404.39,bookstore_payroll
2022-04-25,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,45.47,808.46,42.04,12.94,97.02,0.0,656.46,bookstore_payroll
2022-05-09,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,40.03,711.73,37.01,11.39,85.41,0.0,577.92,bookstore_payroll
2022-05-23,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,30.87,548.87,28.54,8.78,65.86,0.0,445.69,bookstore_payroll
2022-06-06,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,33.77,600.43,31.22,9.61,72.05,0.0,487.55,bookstore_payroll
2022-06-20,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,44.28,787.3,40.94,12.6,94.48,0.0,639.28,bookstore_payroll
2022-07-04,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,42.65,758.32,39.43,12.13,91.0,0.0,615.76,bookstore_payroll
2022-07-18,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,41.19,732.36,38.08,11.72,87.88,0.0,594.68,bookstore_payroll
2022-08-01,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,48.2,857.0,44.56,13.71,102.84,0.0,695.89,bookstore_payroll
2022-08-15,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,42.69,759.03,39.47,12.14,91.08,0.0,616.34,bookstore_payroll
2022-08-29,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,51.08,908.2,47.23,14.53,108.98,0.0,737.46,bookstore_payroll
2022-09-12,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,35.52,631.55,32.84,10.1,75.79,0.0,512.82,bookstore_payroll
2022-09-26,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,34.58,614.83,31.97,9.84,73.78,0.0,499.24,bookstore_payroll
2022-10-10,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,38.1,677.42,35.23,10.84,81.29,0.0,550.06,bookstore_payroll
2022-10-24,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,43.79,778.59,40.49,12.46,93.43,0.0,632.21,bookstore_payroll
2022-11-07,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,45.2,803.66,41.79,12.86,96.44,0.0,652.57,bookstore_payroll
2022-11-21,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,44.32,788.01,40.98,12.61,94.56,0.0,639.86,bookstore_payroll
2022-12-05,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,38.86,690.93,35.93,11.05,82.91,0.0,561.04,bookstore_payroll
2022-12-19,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,37.97,675.11,35.11,10.8,81.01,0.0,548.19,bookstore_payroll
2023-01-02,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,45.79,814.15,42.34,13.03,97.7,0.0,661.08,bookstore_payroll
2023-01-16,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,46.43,825.53,42.93,13.21,99.06,0.0,670.33,bookstore_payroll
2023-01-30,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,46.23,821.97,42.74,13.15,98.64,0.0,667.44,bookstore_payroll
2023-02-13,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,44.75,795.66,41.37,12.73,95.48,0.0,646.08,bookstore_payroll
2023-02-27,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,42.68,758.85,39.46,12.14,91.06,0.0,616.19,bookstore_payroll
2023-03-13,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,42.59,757.25,39.38,12.12,90.87,0.0,614.88,bookstore_payroll
2023-03-27,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,40.8,725.42,37.72,11.61,87.05,0.0,589.04,bookstore_payroll
2023-04-10,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,43.37,771.12,40.1,12.34,92.53,0.0,626.15,bookstore_payroll
2023-04-24,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,39.75,706.75,36.75,11.31,84.81,0.0,573.88,bookstore_payroll
2023-05-08,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,43.36,770.94,40.09,12.34,92.51,0.0,626.0,bookstore_payroll
2023-05-22,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,45.51,809.17,42.08,12.95,97.1,0.0,657.04,bookstore_payroll
2023-06-05,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,32.45,576.96,30.0,9.23,69.24,0.0,468.49,bookstore_payroll
2023-06-19,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,46.58,828.19,43.07,13.25,99.38,0.0,672.49,bookstore_payroll
2023-07-03,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,45.65,811.66,42.21,12.99,97.4,0.0,659.06,bookstore_payroll
2023-07-17,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,54.75,973.46,50.62,15.58,116.82,0.0,790.44,bookstore_payroll
2023-07-31,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,53.62,953.36,49.57,15.25,114.4,0.0,774.14,bookstore_payroll
2023-08-14,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,39.82,708.0,36.82,11.33,84.96,0.0,574.89,bookstore_payroll
2023-08-28,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,46.0,817.88,42.53,13.09,98.15,0.0,664.11,bookstore_payroll
2023-09-11,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,28.8,512.06,26.63,8.19,61.45,0.0,415.79,bookstore_payroll
2023-09-25,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,37.68,669.95,34.84,10.72,80.39,0.0,544.0,bookstore_payroll
2023-10-09,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,42.13,749.07,38.95,11.99,89.89,0.0,608.24,bookstore_payroll
2023-10-23,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,45.08,801.52,41.68,12.82,96.18,0.0,650.84,bookstore_payroll
2023-11-06,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,46.42,825.35,42.92,13.21,99.04,0.0,670.18,bookstore_payroll
2023-11-20,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,48.66,865.17,44.99,13.84,103.82,0.0,702.52,bookstore_payroll
2023-12-04,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,41.79,743.03,38.64,11.89,89.16,0.0,603.34,bookstore_payroll
2023-12-18,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,45.89,815.92,42.43,13.05,97.91,0.0,662.53,bookstore_payroll
2024-01-01,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,37.26,662.48,34.45,10.6,79.5,0.0,537.93,bookstore_payroll
2024-01-15,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,42.5,755.65,39.29,12.09,90.68,0.0,613.59,bookstore_payroll
2024-01-29,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,49.14,873.71,45.43,13.98,104.85,0.0,709.45,bookstore_payroll
2024-02-12,1013,Elliot Martin,YYC-DT,Seasonal Associate,SEASONAL,17.78,40.46,719.38,37.41,11.51,86.33,0.0,584.13,bookstore_payroll
